000000224807.jpg,"กลุ่มใหญ่ของผู้คนนั่งอยู่รอบโต๊ะกินอาหาร","a large group of people sitting around a table eating food "
000000334555.jpg,"หัวที่ยืนอยู่กลางถนน","a cow standing in the middle of a street "
000000312340.jpg,"แมวสีดําและสีขาวนั่งอยู่ในต้นไม้","a black and white cat sitting in a plant "
000000579091.jpg,"จานขาวที่มีเนื้อและผัก","a white plate topped with meat and veggies "
000000490413.jpg,"เที่ยวบินที่จอดอยู่บนทางสนามบิน","an airplane is parked on the tarmac at an airport "
000000071226.jpg,"สุนัขและแมวนอนบนเตียง","a dog and a cat laying on a bed "
000000137106.jpg,"สาวน้อยที่นอนบนเตียงพร้อมกับผ้าห่ม","a little girl laying on a bed with a blanket "
000000347370.jpg,"คนที่ถือใบเขียวไว้ในมือ","a person holding a green leaf in their hand "
000000491464.jpg,"เด็กชายหนุ่มที่ถือไม้บาสเบสบอลบนสนามบาสเบสบอล","a young boy holding a baseball bat on a baseball field "
000000253742.jpg,"ผู้หญิงที่ยืนอยู่ข้างๆกลุ่มคนที่ใส่ร่ม","a woman standing next to a group of people with umbrellas "
000000061418.jpg,"ชายกับผู้หญิงที่เล่นเกมฟริสบี บนทางเดิน","a man and a woman playing a game of frisbee on a boardwalk "
000000167128.jpg,"ช้างใหญ่และช้างน้อยยืนอยู่บนสนามหญ้า","an adult elephant and a baby elephant standing in a grassy field "
000000500464.jpg,"ห้องน้ําที่มีถ้วยน้ํา, ห้องน้ํา, และถ้วยน้ํา","a bathroom with a sink, toilet, and bathtub "
000000069213.jpg,"ชายสองคนยืนอยู่ข้างๆกันบนเก้าอี้","two men standing next to each other on a bench "
000000332351.jpg,"นักเล่นเซอร์เฟอร์กําลังอยู่ในน้ําบนแผ่นเซอร์เฟอร์ของพวกเขา","surfers are in the water on their surfboards "
000000481573.jpg,"ผู้หญิงที่ยืนอยู่หน้ารถไฟโลหะถือกระดาน skateboard ","a woman standing in front of a metal rail holding a skateboard "
000000475223.jpg,"นกที่ยืนอยู่ใต้น้ํา","a bird that is standing in some water "
000000239347.jpg,"ผู้หญิงที่นั่งบนเตียงที่หน้าหน้าต่าง","a woman sitting on top of a bed in front of a window "
000000279145.jpg,"เก้าอี้ที่นั่งอยู่หน้าสวนที่มีพืช","a bench sitting in front of a garden with plants "
000000512776.jpg,"นักเตะเบสบอลเตรียมเตะบอล","a baseball player getting ready to hit a ball "
000000479030.jpg,"รถไฟสีแดงและสีขาวบนเส้นทาง","a red and white train on a track "
000000522940.jpg,"สัญลักษณ์จุดหยุดสีแดงที่นั่งข้างถนน","a red stop sign sitting on the side of a road "
000000047571.jpg,"ชายขับม้าลากรถลากลงแม่น้ํา","a man riding a horse drawn carriage down a river "
000000239773.jpg,"นักพนันเบสบอลที่โยนไม้เบสบอลที่ลูกบอล","a baseball player swinging a baseball bat at a ball "
000000137246.jpg,"ผู้หญิงที่กินฮอตด๊อกในสวน","a woman eating a hot dog at a park "
000000035062.jpg,"เตียงที่มีผ้าห่มและหมอน","a bed with a blanket and pillows "
000000089761.jpg,"ห้องน้ําสีขาว ที่นั่งอยู่ข้างต้นไม้","a white toilet sitting next to a tree "
000000534639.jpg,"รถไฟจอดอยู่ที่สถานีรถไฟ","a train is parked at a train station "
000000267300.jpg,"สุนัขกินเค้กบนจาน","a dog eating a piece of cake on a plate "
000000181421.jpg,"คนสองคนนั่งบนเรืออยู่ในน้ํา","two people sitting on a boat in the water "
000000191761.jpg,"นกที่นั่งบนถ้วยที่เต็มไปด้วยผลไม้","a bird sitting on top of a bowl filled with fruit "
000000189226.jpg,"น้ําไฟแดงที่นั่งอยู่ข้างถนน","a red fire hydrant sitting on the side of a street "
000000509824.jpg,"ห้องนั่งเล่น พร้อมโซฟา โต๊ะกาแฟ และหมอน","a living room with a couch, coffee table, and pillows "
000000234807.jpg,"ม้าที่ยืนอยู่บนสนามเขียวเขียว","horses standing on top of a lush green field "
000000292155.jpg,"ผ้าร่มสีสัน ที่นั่งบนชายหาดทราย","a colorful umbrella sitting on top of a sandy beach "
000000172396.jpg,"พิซซ่าที่นั่งบนเตาเตา","a pizza sitting on top of an oven rack "
000000095707.jpg,"ชิ้นเค้กบนโต๊ะตัด","a piece of cake on a cutting board "
000000155145.jpg,"เรือเล็กๆ ที่มีคนอยู่บนมัน 2 คน ในน้ํา","a small boat with two people on it in a body of water "
000000438907.jpg,"เด็กชายที่เล่นกระปุกบนกระดาน skateboard บนระเบียง","a boy doing a trick on a skateboard on a ramp "
000000201418.jpg,"กลุ่มกระเป๋าเดินทางใหญ่ที่สนามบิน","a large group of luggage at an airport "
000000473821.jpg,"ห้องนั่งเล่น พร้อมโซฟา โต๊ะกาแฟ เก้าอี้ และกระจก","a living room with a couch, coffee table, chair and a mirror "
000000371472.jpg,"เตียงกล้วยผสมผสมผสมผสมผสมผสมผสมผสมผสมผสมผสม","a pile of ripe bananas on top of each other "
000000023899.jpg,"กลุ่มคนที่นั่งบนโซฟา เล่นเกมวีดีโอ","a group of people sitting on a couch playing a video game "
000000192047.jpg,"ห้องน้ําที่มีถ้วยน้ํา กระจก และถ้วยผ้าห่ม","a bathroom with a sink, mirror, and towel rack "
000000020992.jpg,"คนที่กินฮอตด็อก","a person eating a hot dog "
000000323151.jpg,"พิซซ่าที่นั่งบนโต๊ะข้างเคียงแก้วเบียร์","a pizza sitting on top of a table next to a glass of beer "
000000013659.jpg,"ชายที่นั่งทํางานที่โต๊ะทํางานบนคอมพิวเตอร์เล็ปท็อป","a man sitting at a desk working on a laptop computer "
000000521405.jpg,"เบอร์ชฟันที่นั่งบนเครื่องถือ เบอร์ชฟัน","a toothbrush sitting on top of a tooth brush holder "
000000080153.jpg,"คนที่นั่งสกีในหิมะกับหมา","a person on skis in the snow with a dog "
000000326627.jpg,"สัญลักษณ์ทางถนนบนเสาหน้าอาคาร","a street sign on a pole in front of a building "
000000212226.jpg,"ผู้หญิงที่ยืนอยู่หน้ารถบรรทุกสีเหลือง","a woman standing in front of a yellow truck "
000000532575.jpg,"สุนัขนั่งบนเรือ มองผ่านหน้าต่าง","a dog sitting on top of a boat looking out the window "
000000165500.jpg,"ฝูงแกะที่บกบนเขาเขียวเข้มงวด","a herd of sheep grazing on a lush green hillside "
000000255917.jpg,"รถขับรถลงถนน ใกล้หอนาฬิกาที่สูง","cars driving down a street next to a tall clock tower "
000000210915.jpg,"ผู้ชายที่นั่งบอร์ดเซอร์ฟบนคลื่น","a man riding a surfboard on top of a wave "
000000030213.jpg,"ห้องครัว พร้อมเตา, เครื่องล้างน้ํา และตู้เย็น ","a kitchen with a stove, a sink, and a refrigerator "
000000123480.jpg,"ชายหนุ่มที่แปรงฟันตัวเองในกระจก","a young man brushing his teeth in a mirror "
000000289741.jpg,"หาดที่มีร่มและเรือท่องเที่ยวขนาดใหญ่","a beach with umbrellas and a large cruise ship "
000000168337.jpg,"ผู้ชายที่ยืนอยู่ข้างหน้าช่องไฟหน้าอาคาร","a man standing next to a fire hydrant in front of a building "
000000085665.jpg,"สายบินที่บินอยู่ในอากาศ","a kite that is flying in the air "
000000458755.jpg,"ผู้หญิงที่รักแกะที่ไร่","a woman petting a sheep on a farm "
000000072852.jpg,"คนเดินตามถนนข้างเคียงกับจักรยาน","a person walking down a sidewalk next to a bike "
000000269942.jpg,"โคมไฟที่มุมถนน","a traffic light on the corner of a street "
000000131556.jpg,"ผู้ชายที่นั่งสโนว์บอร์ดบนเก้าอี้ไม้","a man riding a snowboard on top of a wooden bench "
000000484415.jpg,"คนหนึ่งยืนอยู่ในห้องน้ําที่มีห้องน้ํา","a person is standing in a bathroom with a toilet "
000000175443.jpg,"หมีเต๊ดี้บนต้นคริสต์มาส","a teddy bear in a christmas tree "
000000008629.jpg,"รูปภาพที่แสดงชนิดของปิซซ่าต่าง ๆ","a collage of photos showing different types of pizza "
000000129812.jpg,"นักเล่นสกีที่เล่นเทคนิคในอากาศ","a skier doing a trick in the air "
000000255401.jpg,"ห้องน้ํา พร้อมห้องน้ํา สระน้ําและตู้น้ํา","a bathroom with a toilet, sink and tub "
000000366225.jpg,"มอนิเตอร์คอมพิวเตอร์ ที่นั่งบนโต๊ะข้างเคียงกับคีย์บอร์ดและหนู ","a computer monitor sitting on top of a desk next to a keyboard and mouse "
000000043314.jpg,"คนที่นั่งสกีกระโดดข้ามคลองที่ครอบคลุมไปด้วยหิมะ","a person on skis jumping over a snow covered slope "
000000579893.jpg,"ป้ายหยุดและป้ายถนน","a stop sign and a street sign "
000000073153.jpg,"ชายหนุ่มที่พูดคุยผ่านมือถือ ในพื้นที่ป่าไม้","a young man talking on a cell phone in a wooded area "
000000064499.jpg,"จีบราสองตัวยืนอยู่ข้างๆกันหน้าอาคาร","two zebras standing next to each other in front of a building "
000000451155.jpg,"คอมพิวเตอร์เล็ปท็อปที่นั่งบนเตียงในห้องที่มืด","a laptop computer sitting on top of a bed in a dark room "
000000370711.jpg,"หน้าต่างร้านค้าที่มีสินค้าต่าง ๆ ที่แสดง","a shop window with a variety of items displayed "
000000157928.jpg,"คนสองคนยืนอยู่ในหิมะพร้อมกับกระดานสโนว์บอร์ดของพวกเขา","two people standing in the snow with their snowboards "
000000085576.jpg,"ห้องน้ําที่มีห้องน้ํา สระน้ํา และกระดาษห้องน้ําบนผนัง","a bathroom with a toilet, sink, and a roll of toilet paper on the wall "
000000015746.jpg,"น้ําประปาไฟในหญ้าที่อยู่ใกล้บ้าน","a fire hydrant in the grass near a house "
000000426203.jpg,"นักกีฬาสเกตบอร์ดที่เล่นเทคนิคบนรถไฟ","a skateboarder doing a trick on a rail "
000000036660.jpg,"คนที่ถือโทรศัพท์มือถืออยู่ข้างๆรองเท้า","a person holding a cell phone next to a pair of shoes "
000000006771.jpg,"ผู้หญิงในผ้าพันคอพูดคุยผ่านมือถือ","a woman in a bandanna talking on a cell phone "
000000369081.jpg,"ม้ากําลังยืนอยู่บนสนาม","horses are standing in a field "
000000369757.jpg,"กระเป๋าสตางค์ที่เต็มไปด้วยพายประเภทที่แตกต่างกัน","a display case filled with different types of pies "
000000019924.jpg,"ผู้หญิงที่ใส่หมวกและถือมือถือ","a woman wearing a hat and holding a cell phone "
000000177935.jpg,"เตาเตาขาวบนเตาเตาที่นั่งในห้องครัว ","a white stove top oven sitting in a kitchen "
000000352584.jpg,"ห้องน้ําที่นั่งอยู่บนพื้น","a toilet that is sitting on the floor "
000000015660.jpg,"ชายบนกระดานเซอร์ฟ์ในมหาสมุทร พร้อมกับสายพาน","a man on a surfboard in the ocean with a kite "
000000574823.jpg,"ชายในชุดเบสบอลกับไม้เบสบอล","a man in a baseball uniform with a baseball bat "
000000235778.jpg,"ชายที่จับกองบินอยู่ข้างหน้ากลุ่มคน","a man holding up a kite in front of a crowd "
000000221291.jpg,"สาวน้อยที่บินสายพายในวันที่มีแดด","a young girl flying a kite on a sunny day "
000000386277.jpg,"ส้มที่นั่งบนต้นไม้","an orange sitting on top of a tree branch "
000000036844.jpg,"ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์ และหน้าต่างขนาดใหญ่","a living room filled with furniture and a large window "
000000398810.jpg,"แมวที่นั่งบนระเบียงหน้าต่าง มองออกไป","a cat sitting on a window sill looking out "
000000293794.jpg,"ผู้ชายที่ยืนในตลาดที่เต็มไปด้วยกล้วย","a man standing in a market filled with lots of bananas "
000000333069.jpg,"สองจิราฟ่ายืนอยู่ข้างๆกัน บนสนามเขียวเขียว","two giraffes standing next to each other on a lush green field "
000000473406.jpg,"เด็กผู้หญิงที่นั่งอยู่บนโต๊ะพร้อมกับจานปังเค้ก","a little girl sitting at a table with a plate of pancakes "
000000399296.jpg,"แกริล ที่มีฮอตด็อกหลายชนิด ที่ทําอาหารอยู่บนมัน","a grill that has a bunch of hot dogs cooking on it "
000000128112.jpg,"ชายขับรถสกีลงทางคลองที่มีหิมะปกคลุม","a man riding skis down a snow covered slope "
000000093437.jpg,"ชายที่นั่งในครัวกับหมวกบนหัว","a man sitting in a kitchen with a hat on his head "
000000405279.jpg,"ปาร์คที่เต็มไปด้วยคนที่บินไก่บนทะเลสาบ","a park filled with people flying kites on top of a lake "
000000565391.jpg,"แมวสีดําและสีขาวนั่งอยู่ด้านหลังของรถบรรทุก","a black and white cat sitting in the back of a truck "
000000328683.jpg,"เครื่องจอดรถหน้าร้าน","a parking meter in front of a store "
000000354753.jpg,"รถสีแดงถูกหยุดที่ไฟแดงในเวลากลางคืน","a red car is stopped at a red light at night "
000000328238.jpg,"ชายที่โยนฟริสบี บนสนามกีฬา","a man throwing a frisbee on a field "
000000241297.jpg,"รถไฟสีเหลืองและสีดํา เดินทางตามเส้นทางรถไฟ","a yellow and black train traveling down train tracks "
000000247917.jpg,"ทีมนักพนันเบสบอล โพสเพื่อถ่ายรูป","a team of baseball players posing for a photo "
000000414510.jpg,"ชายขับจักรยานลงถนนข้างถนนที่จอดรถ","a man riding a bike down a street next to a parking lot "
000000292456.jpg,"ผู้ชายและผู้หญิงยืนอยู่ข้างๆกันบนรถบรรทุก","a man and a woman standing next to each other on a luggage cart "
000000187745.jpg,"เครื่องบินเล็ก ๆ น้อย ๆ ที่บินผ่านท้องฟ้าสีฟ้า","a small plane flying through a blue sky "
000000369370.jpg,"จานสีขาว พร้อมกับแซนวิชและซัลลาต","a white plate topped with a sandwich and salad "
000000350002.jpg,"ผู้หญิงคนหนึ่งนั่งบนโต๊ะ","a woman sitting on top of a table "
000000127987.jpg,"ตัวละครการ์ตูนบนโต๊ะคอมพิวเตอร์กับคอมพิวเตอร์","a cartoon character on a computer desk with a computer "
000000486046.jpg,"จิราฟ่าที่ยืนอยู่ข้างๆ จีเบร่าในห้องพัก","a giraffe standing next to a zebra in an enclosure "
000000168458.jpg,"กระเช้าที่มีดอกไม้อยู่บนโต๊ะ","a vase with flowers on a table "
000000312586.jpg,"หมีดําตัวใหญ่เดินผ่านสนามหญ้า","a large black bear walking through a grassy field "
000000022969.jpg,"สองจิราฟ่ายืนอยู่ในพื้นที่ที่กําแพงในพื้นที่","two giraffes are standing in a fenced in area "
000000229553.jpg,"ชายขับรถสเกตบอร์ดอยู่ข้างถนน","a man riding a skateboard down the side of a road "
000000440184.jpg,"สองชายเล่นเทนนิสบนสนามเทนนิส","two men playing tennis on a tennis court "
000000537241.jpg,"โดนัทแก้วที่นั่งบนกระเป๋าบรรจุ","a glazed donut sitting on top of a wrapper "
000000245513.jpg,"จิราฟ่าที่ยืนอยู่ในพื้นที่ที่กําแพง","a giraffe standing in a fenced in area "
000000384468.jpg,"คนที่นั่งบนหลังช้าง","people riding on the back of an elephant "
000000225532.jpg,"สัญลักษณ์ถนนบนทางด่วนที่มีรถขับผ่าน","a street sign on a highway with cars driving by "
000000444142.jpg,"ชายที่โยนลูกเทนนิสที่บอล","a man swinging a tennis racquet at a ball "
000000261161.jpg,"สุนัขสีดําและสีขาวนั่งบนเก้าอี้","a black and white dog sitting on a bench "
000000018575.jpg,"จานอาหารกับฟรนซ์ฟริตส์และแซนวิช","a plate of food with french fries and a sandwich "
000000025560.jpg,"แมวที่นั่งอยู่บนทีวี","a cat that is sitting on top of a television "
000000504000.jpg,"เครื่องบินขนาดเล็กที่แสดงในงานแสดงอากาศ","a small propeller plane on display at an air show "
000000289417.jpg,"คนขับรถสกีลงทางคลองที่ครอบคลุมด้วยหิมะ","a person riding skis down a snow covered slope "
000000229753.jpg,"สองจิราฟ่ายืนอยู่ข้างๆกัน ใกล้กับต้นไม้","two giraffes standing next to each other near a tree "
000000200961.jpg,"ผู้ชายวิ่งกับฟริสบีในบัวหญ้า","a man running with a frisbee in the grass "
000000243344.jpg,"แมวที่ยืนอยู่บนตู้เย็นในครัว","a cat standing on top of a refrigerator in a kitchen "
000000455352.jpg,"ป้อมนาฬิกาที่มีนาฬิกาอยู่ด้านบน","a clock tower with a clock on top "
000000336265.jpg,"หัวสีน้ําตาลเล็ก ๆ น้อย ๆ ที่ยืนอยู่บนสนาม","a small brown cow standing in a field "
000000100238.jpg,"ผู้ชายถือฟริสบีข้างหน้าผู้หญิง","a man holding a frisbee next to a woman "
000000005060.jpg,"ชายที่นั่งอยู่หน้ากระจกในห้อง","a man sitting in front of a mirror in a room "
000000558213.jpg,"ชายขับรถสเกตบอร์ดบนรถไฟโลหะ","a man riding a skateboard on top of a metal rail "
000000040757.jpg,"เด็กที่นอนบนเตียงพร้อมผ้าห่ม","a baby sleeping on a bed with a blanket "
000000148957.jpg,"กล่องที่เต็มไปด้วยดอนเน็ตชนิดต่าง ๆ","a box filled with different types of doughnuts "
000000167486.jpg,"คนในวงดนตรีที่เล่นบนเวที","a man in a band playing on a stage "
000000402765.jpg,"คนที่ถือเครื่องควบคุมระยะไกลของ wii ","a person holding a wii remote control "
000000266981.jpg,"ชายกับผู้หญิงเดินตามถนนข้างๆอาคาร","a man and woman walking down a sidewalk near a building "
000000002157.jpg,"โต๊ะที่มีจานอาหารและแก้วไวน์","a table topped with plates of food and wine glasses "
000000333956.jpg,"เครื่องจอดรถที่นั่งอยู่ข้างชายหาด","a parking meter sitting on the side of a beach "
000000526392.jpg,"รถที่จอดอยู่ข้างถนน","cars parked on the side of the road "
000000158956.jpg,"ผู้หญิงที่ตัดเค้กด้วยมีด","a woman cutting into a cake with a knife "
000000565045.jpg,"ห้องน้ําที่มีผ้าม่านอาบน้ําและตู้ผ้าห่ม","a bathroom with a shower curtain and a towel rack "
000000213086.jpg,"ผู้ชายที่ใส่อะไรบางอย่างในเตาเผาที่มีประตูเตาเผาเปิด","a man putting something in an oven with the oven door open "
000000459153.jpg,"ชายหนุ่มที่นั่งบนเก้าอี้ที่สวน กําลังอ่านหนังสือ","a young man sitting on a park bench reading a book "
000000040036.jpg,"ผู้คนบนม้ากระโดดข้ามอุปสรรค","a person on a horse jumping over a barrier "
000000443969.jpg,"สาวน้อยที่มีร่มในถัง","a little girl with an umbrella in a basket "
000000542625.jpg,"นกสีดําที่ยืนอยู่บนเครื่องจอดรถ","a black bird standing on top of a parking meter "
000000045728.jpg,"จานสีขาวที่มีส่วนผสมของชีสและชีส","a white plate topped with a mixture of cheese and cheese "
000000562561.jpg,"สุนัขที่ยืนอยู่ข้างๆสุนัขบนเชือก","a dog standing next to a dog on a leash "
000000429109.jpg,"รถบัสขับรถลงถนน ใกล้กับต้นไม้ปาล์ม","a bus driving down a street next to a bunch of palm trees "
000000024144.jpg,"พิซซ่าขนาดใหญ่ในกล่องบนโต๊ะ","a large pizza in a box on a table "
000000447522.jpg,"จานอาหารที่มีบร็อกโคลีและข้าว","a plate of food that includes broccoli and rice "
000000378139.jpg,"เรือที่อยู่กลางแม่น้ํา มีอาคาร","a boat in the middle of a river with buildings "
000000172977.jpg,"เซเบร่าที่ยืนอยู่ในพื้นที่ที่กําแพง","a zebra standing in a fenced in area "
000000427160.jpg,"นักเตะเบสบอลกําลังวิ่งไปยังฐานแรก","a baseball player is running to first base "
000000286523.jpg,"ผู้ชายที่พูดคุยผ่านมือถือ ขณะที่ใส่หมวกสีแดง","a man talking on a cell phone while wearing a red hat "
000000001503.jpg,"โต๊ะทํางานที่มีจอคอมพิวเตอร์ คีย์บอร์ดและหนู","a desk with a computer monitor, keyboard and mouse "
000000057232.jpg,"โต๊ะไม้ที่ครอบคลุมด้วยสิ่งของไม้หลากหลายชนิด","a wooden table topped with lots of different types of wooden objects "
000000226903.jpg,"โต๊ะที่เต็มไปด้วยอาหารหวานหลากหลายชนิด","a table topped with lots of different types of desserts "
000000356531.jpg,"หญิงคนหนึ่งยิ้มเมื่อเธอถือจานอาหาร","a woman smiles as she holds a plate of food "
000000257169.jpg,"คนที่แปรงฟันด้วยผ้าเช็ดมือ","a person brushing their teeth with a towel "
000000173044.jpg,"อาคารสูงที่มีนาฬิกาอยู่ด้านบน","a tall building with a clock on the top "
000000195754.jpg,"ห้องนั่งเล่น พร้อมเตาเผาและทีวี ","a living room with a fire place and a tv "
000000089296.jpg,"ชายที่โยนไม้บาสบอลที่ลูกบอล","a man swinging a baseball bat at a ball "
000000391144.jpg,"แกะช้างที่ยืนอยู่ข้างๆกัน ใกล้กับน้ํา","a herd of elephants standing next to each other near a body of water "
000000134034.jpg,"แมงสองม้าที่บกว้างในพื้นที่ที่ล้อมกําแพง","two horses grazing in a fenced in area "
000000266409.jpg,"ชายที่นั่งสกียืนอยู่ในหิมะ","a man on skis standing in the snow "
000000128476.jpg,"โต๊ะที่ครอบคลุมด้วยเค้กที่ตกแต่งด้วยดอกไม้","a table topped with cakes decorated with flowers "
000000119641.jpg,"ช้างกําลังขี่บนท้องแม่น้ํา","elephants are riding on top of a river "
000000426166.jpg,"รถจักรยานที่จอดอยู่หน้าอาคารที่มีประตูแดง","a bicycle parked in front of a building with a red door "
000000419379.jpg,"กระทะดอนเน็ตบนโต๊ะไม้","a tray of doughnuts on a wooden table "
000000552902.jpg,"เซเบร่าที่ยืนอยู่บนสนามเขียวเขียว","a zebra standing on top of a lush green field "
000000460494.jpg,"จานอาหารบนโต๊ะไม้","a plate of food on a wooden table "
000000429718.jpg,"รถไฟบนเส้นทางรถไฟใกล้กับป่า","a train on a train track near a forest "
000000392722.jpg,"รถบัสสองชั้นสีเขียวที่จอดอยู่หน้าอาคารอิฐ","a green double decker bus parked in front of a brick building "
000000538236.jpg,"กระเป๋าสตางค์ที่เต็มไปด้วยกระเป๋าสตางค์","a display case filled with lots of different kinds of pastries "
000000286458.jpg,"กระเป๋าเดินทางที่เต็มไปด้วยกระเป๋าเดินทางที่นั่งบนพื้น","a suitcase full of luggage sitting on the floor "
000000131131.jpg,"แมวมองหน้าจอคอมพิวเตอร์","a cat is looking at a computer screen "
000000430048.jpg,"นาฬิกาที่หน้าหน้าต่างของร้าน","a clock in front of a window in a shop "
000000251140.jpg,"มีชายคนหนึ่งกําลังอ่านหนังสือบนจักรยาน","a man is reading a book on a bicycle "
000000289516.jpg,"นาฬิกาบนเสาตรงกลางพื้นที่หญ้า","a clock on a pole in the middle of a grassy area "
000000511384.jpg,"คนที่จับฟริสบีในอากาศ","a person catching a frisbee in the air "
000000363666.jpg,"คนที่นั่งอยู่บนโต๊ะพร้อมกับจานอาหาร","people sitting at a table with plates of food "
000000144798.jpg,"ห้องน้ําที่มีถ้วยน้ํา ห้องน้ํา และหมีเต้บนพื้น","a bathroom with a bathtub, toilet, and a teddy bear on the floor "
000000104666.jpg,"ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และคอมพิวเตอร์","a living room filled with furniture and a computer "
000000571313.jpg,"ห้องที่มีโต๊ะและเตียง","a room with a desk and a bed "
000000421757.jpg,"เรือสองเรือจอดอยู่ในน้ําใกล้ชายฝั่ง","two boats are docked in the water near the shore "
000000144932.jpg,"สองคนบนเรือเล็ก ๆ ในน้ํา","two people on a small boat in the water "
000000491008.jpg,"ผู้ชายยืนอยู่ข้างหน้าผู้หญิงถือจานที่มีปิซซ่าอยู่บนจาน","a man standing next to a woman holding a plate with a pizza on it "
000000173183.jpg,"สัญลักษณ์ถนนที่มีชื่อถนนอยู่บนมัน","a street sign with a street name on it "
000000549930.jpg,"สองคนเดินบนชายหาดพร้อมร่มร่ม","two people walking on a beach with umbrellas "
000000000872.jpg,"นักพนันเบสบอลที่โยนไม้ตีในสนามกีฬา","a baseball player swinging a bat on a field "
000000352684.jpg,"ผู้ชายที่พูดคุยผ่านมือถือขณะที่ยืนอยู่ข้างๆกลุ่มคน","a man talking on a cell phone while standing next to a group of people "
000000368940.jpg,"ห้องน้ําที่มีถ้วยน้ํา, ห้องน้ําและถ้วยน้ํา","a bathroom with a sink, toilet and tub "
000000116589.jpg,"จีบราสองคนยืนอยู่ข้างๆกันบนไม้","two zebras standing next to each other on a log "
000000136915.jpg,"ผู้ชายในชุดทหารและผู้หญิงในชุดทหาร","a man in a military uniform and a woman in a military uniform "
000000575243.jpg,"ผู้หญิงคนหนึ่งเดินตามถนนพร้อมกับร่ม","a woman is walking down the street with an umbrella "
000000495146.jpg,"ท่าเรือที่เต็มไปด้วยรถยนต์และรถบรรทุก","a marina filled with lots of cars and trucks "
000000190756.jpg,"คนขับรถจักรยานยนต์ในอากาศ","a man riding a dirt bike in the air "
000000155051.jpg,"นาฬิกาที่อยู่บนขั้ว","a clock that is on top of a pole "
000000250137.jpg,"ผู้หญิงที่ถือร่มอยู่หน้าประชากร","a woman holding an umbrella in front of a crowd "
000000333772.jpg,"แมวสีดําและสีขาวนอนบนโต๊ะคอมพิวเตอร์","a black and white cat laying on a computer desk "
000000296222.jpg,"ชายที่นั่งที่โต๊ะ พร้อมกับจานปิซซ่า","a man sitting at a table with a plate of pizza "
000000540280.jpg,"แมวสีดําและสีขาวยืนอยู่ใต้ร่มที่เปิด","a black and white cat standing under an open umbrella "
000000157847.jpg,"นกที่บินเหนือภูเขาสีเขียว","a bird flying over a lush green hillside "
000000292060.jpg,"ห้องครัวที่มีเตาเตาและถ้วยน้ํา","a kitchen with a stove top oven and a sink "
000000240754.jpg,"หัวสีดําและหัวสีขาว","a black cow and a white cow in a pen "
000000489764.jpg,"ชายหนุ่มที่เล่นเกมวิดีโอ ในขณะที่คนอื่นดู","a young man playing a video game while others watch "
000000192871.jpg,"ถ้วยแก้วที่เต็มไปด้วยส้มและแอปเปิ้ล","a glass bowl filled with oranges and apples "
000000035279.jpg,"ชายที่นั่งบนพื้น พร้อมเล็ปท็อปและของอื่นๆ","a man sitting on the floor with a laptop and other items "
000000376264.jpg,"โต๊ะที่เต็มไปด้วยสิ่งของต่างๆ รวมถึงคอมพิวเตอร์เล็ปท็อป แก้วกาแฟ","a table topped with various items including a laptop, coffee cup, and a book "
000000516316.jpg,"เซบราที่ขี่ในพื้นที่หญ้า","zebras grazing in a grassy area "
000000280325.jpg,"ผนังผนังผนังผนังผนังผนังผนังผนังผนังผนังผนังผนังผนังป","a graffiti covered wall with a graffiti covered parking meter "
000000560256.jpg,"การแสดงผลไม้และผักในตลาด","a display of fruits and vegetables at a market "
000000501243.jpg,"จีบราสองตัวยืนอยู่ข้างๆกัน","two zebras standing next to each other "
000000505573.jpg,"สุนัขสีดําที่ใส่กางเกงสีแดง","a black dog wearing a red bow tie "
000000038210.jpg,"ผู้หญิงข้ามท้องถิ่น ลงภูเขา","a woman cross country skiing down a hill "
000000409542.jpg,"นาฬิกาที่อยู่ด้านข้างอาคาร","a clock that is on the side of a building "
000000458325.jpg,"ชายขับรถสเกตบอร์ดลงไปกลางถนนที่มีคนเยอะ","a man riding a skateboard down the middle of a busy street "
000000404923.jpg,"นักเตะเบสบอลที่ถือไม้เบสบอลบนสนาม","a baseball player holding a baseball bat on a field "
000000055022.jpg,"รถจักรยานที่จอดอยู่บนพื้นในห้อง","a bicycle is parked on the floor in a room "
000000391648.jpg,"ทาวเวอร์ของนาฬิกาถูกจุดขึ้นในเวลากลางคืน","a clock tower is lit up at night "
000000281759.jpg,"ผู้หญิงสามคนเดินตามถนนถือร่ม","three women walking down a street holding umbrellas "
000000259097.jpg,"อุโมงค์ไฟแดงที่กลางสนามหญ้าสูง","a red fire hydrant in the middle of a field of tall grass "
000000369812.jpg,"สัญลักษณ์ทางถนนบนเสาบนถนนเมือง","a street sign on a pole on a city street "
000000006040.jpg,"รถไฟฟ้าสีฟ้าและสีขาว เดินทางตามเส้นทาง","a blue and white train traveling down the tracks "
000000154425.jpg,"เด็กชายหนุ่มคนหนึ่งถือกระพายในสวน","a young boy is holding a kite in the park "
000000449406.jpg,"เซเบร่าที่ยืนอยู่บนสนามดิน","a zebra standing on top of a dirt field "
000000256407.jpg,"ชิ้นเค้กที่นั่งบนจานสีขาว","a piece of cake sitting on top of a white plate "
000000413404.jpg,"ที่นั่งในสวนกลางสวน มีคนเดินผ่าน","a park bench in the middle of a park with people walking by "
