0,1,2,grammared,tled,time
000000125472.jpg,ชายหนุ่มขับรถสเกตบอร์ดบนระเบียง,a young man riding a skateboard on top of a ramp ,,,0.0
000000416104.jpg,คนที่นั่งที่โต๊ะที่มีร่ม,people sitting at tables with umbrellas ,คนที่นั่งที่โต๊ะที่มีร่ม,คนนั่งอยู่ที่โต๊ะที่มีร่ม,1.6146118640899658
000000046048.jpg,เด็กผู้หญิงคนหนึ่งนั่งบนเตียงในห้องนอน,a young girl sitting on a bed in a bedroom ,,,0.0
000000160728.jpg,ชายที่ยืนอยู่บนชายหาดข้างๆเรือ,a man standing on top of a beach next to a bunch of boats ,ชายคนหนึ่งยืนอยู่บนชายหาดข้างเรือ,ชายคนหนึ่งยืนอยู่บนชายหาดถัดจากเรือหลายลำ,2.1196465492248535
000000120777.jpg,จานอาหารกับแซนวิชและเครื่องดื่ม,a plate of food with a sandwich and a drink ,,,0.0
000000216516.jpg,ชายยืนบนกระบี่บนเนินหิมะ,a man standing on skis on a snowy slope ,ชายคนหนึ่งยืนบนกระบี่บนเนินหิมะ,ชายคนหนึ่งยืนอยู่บนสกีบนทางลาดหิมะ,2.155045509338379
000000425925.jpg,ตึกนาฬิกากลางเมือง,a clock tower in the middle of a town ,,,0.0
000000185890.jpg,ผู้หญิงสองคนยืนอยู่ข้างๆกัน จับกล้องระยะไกล,two women standing next to each other holding wii remotes ,ผู้หญิงสองคนยืนอยู่ข้างๆกัน ถือกล้องระยะไกล,สองคนยืนเคียงข้างกันถือรีโมท Wii,2.2220957279205322
000000249786.jpg,นักเล่นสโนว์บอร์ดที่เล่นเทคนิคในอากาศ,a snowboarder doing a trick in the air ,,,0.0
000000035197.jpg,นักกีฬาสเกตบอร์ดที่เล่นทริคบนระเบียง,a skateboarder doing a trick on a ramp ,นักกีฬาสเกตบอร์ดเล่นทริคบนระเบียง,นักเล่นสเก็ตบอร์ดกำลังทำเทคนิคบนรั้ว,2.12343692779541
000000496597.jpg,เรือเล็ก ๆ ที่อยู่กลางทะเลใหญ่ ๆ,a small boat in the middle of a large body of water ,,,0.0
000000322429.jpg,ชั้นวางของไม้ที่เต็มไปด้วยกระทะและกระทะหลากหลายชนิด,a wooden shelf filled with lots of different types of pots and pans ,ชั้นวางของไม้ที่เต็มไปด้วยกระทะและกระทะหลากหลายชนิด,ชั้นวางไม้เต็มไปด้วยหม้อและกระทะหลากหลายประเภท,2.7070443630218506
000000474344.jpg,ชายที่ถือไม้บาสเบสบอลอยู่บนสวน,a man holding a baseball bat on top of a lawn ,,,0.0
000000358923.jpg,ผู้หญิงที่ถือร่มขณะพูดคุยผ่านมือถือ,a woman holding an umbrella while talking on a cell phone ,ผู้หญิงคนนั้นถือร่มขณะพูดคุยผ่านมือถือ,ผู้หญิงถือร่มขณะพูดคุยโทรศัพท์,2.6979963779449463
000000079588.jpg,อาคารขนาดใหญ่ที่มีนาฬิกาขนาดใหญ่อยู่ด้านข้าง,a large building with a large clock on it's side ,,,0.0
000000378515.jpg,ตลาดที่เต็มไปด้วยผักและผลไม้,a market filled with lots of vegetables and fruits ,ตลาดที่เต็มไปด้วยผักและผลไม้,ตลาดที่เต็มไปด้วยผักและผลไม้มากมาย,1.881403923034668
000000461405.jpg,ฝูงแกะที่บกบนสนามเขียวเข้มงวด,a herd of sheep grazing on a lush green field ,,,0.0
000000199771.jpg,ผัวครัวเตรียมอาหารในครัวกับผัวครัวคนอื่น,a chef preparing food in a kitchen with other chefs ,พ่อครัวเตรียมอาหารในครัวกับพ่อครัวคนอื่น,เชฟเตรียมอาหารในครัวพร้อมเชฟคนอื่น ๆ,2.6699039936065674
000000429623.jpg,พิซซ่านั่งบนโต๊ะข้างเคียงกับซอด้า,a pizza sitting on top of a table next to a soda ,,,0.0
000000486112.jpg,ชายที่ฉีดช้างด้วยสายไฟฟ้า,a man spraying an elephant with an electric hose ,,,0.0
000000247838.jpg,กลุ่มก๊อกก๊อกก๊อกก๊อกก๊อกก๊อกก๊อกก๊อกก๊,a herd of cattle grazing in a snow covered field ,,,0.0
000000312549.jpg,สัญลักษณ์ถนนบนคานหน้าอาคารสีขาว,a street sign on a pole in front of a white building ,สัญลักษณ์ถนนบนคานหน้าอาคารสีขาว,ป้ายห้างสรรพสินค้าอยู่บนเสาข้างหน้าอาคารสีขาว,2.2159461975097656
000000401250.jpg,ผู้ชายที่บินผ่านอากาศ ขี่สกี,a man flying through the air while riding skis ,,,0.0
000000167902.jpg,นกขนาดใหญ่อยู่บนกิ่งไม้,a large bird is perched on a tree branch ,นกขนาดใหญ่อยู่บนกิ่งไม้,นกขนาดใหญ่นั่งอยู่บนกิ่งไม้,1.6144905090332031
000000229358.jpg,ผู้หญิงถ่ายรูปตัวเองในกระจกห้องน้ํา,a woman takes a picture of herself in a bathroom mirror ,,,0.0
000000224807.jpg,กลุ่มใหญ่ของผู้คนนั่งอยู่รอบโต๊ะกินอาหาร,a large group of people sitting around a table eating food ,กลุ่มใหญ่ของผู้คนนั่งอยู่รอบโต๊ะกินอาหาร,กลุ่มคนใหญ่นั่งรอบโต๊ะกินอาหาร,2.0609776973724365
000000334555.jpg,หัวที่ยืนอยู่กลางถนน,a cow standing in the middle of a street ,,,0.0
000000312340.jpg,แมวสีดําและสีขาวนั่งอยู่ในต้นไม้,a black and white cat sitting in a plant ,แมวสีดำและสีขาวนั่งอยู่ในต้นไม้,แมวสีดำและสีขาวนั่งอยู่ในต้นไม้,1.837796211242676
000000579091.jpg,จานขาวที่มีเนื้อและผัก,a white plate topped with meat and veggies ,,,0.0
000000490413.jpg,เที่ยวบินที่จอดอยู่บนทางสนามบิน,an airplane is parked on the tarmac at an airport ,เที่ยวบินที่จอดอยู่บนทางสนามบิน,เครื่องบินจอดอยู่บนทางวิ่งที่สนามบิน,1.8513500690460205
000000071226.jpg,สุนัขและแมวนอนบนเตียง,a dog and a cat laying on a bed ,,,0.0
000000137106.jpg,สาวน้อยที่นอนบนเตียงพร้อมกับผ้าห่ม,a little girl laying on a bed with a blanket ,สาวน้อยที่นอนบนเตียงพร้อมผ้าห่ม,เด็กหญิงนอนบนเตียง มีผ้าห่มคลุม,1.888755321502685
000000347370.jpg,คนที่ถือใบเขียวไว้ในมือ,a person holding a green leaf in their hand ,,,0.0
000000491464.jpg,เด็กชายหนุ่มที่ถือไม้บาสเบสบอลบนสนามบาสเบสบอล,a young boy holding a baseball bat on a baseball field ,เด็กชายหนุ่มถือไม้บาสเบสบอลบนสนามบาสเบสบอล,เด็กหนุ่มถือไม้เบสบอลในสนามเบสบอล,2.485798120498657
000000253742.jpg,ผู้หญิงที่ยืนอยู่ข้างๆกลุ่มคนที่ใส่ร่ม,a woman standing next to a group of people with umbrellas ,,,0.0
000000061418.jpg,ชายกับผู้หญิงที่เล่นเกมฟริสบี บนทางเดิน,a man and a woman playing a game of frisbee on a boardwalk ,,,0.0
000000167128.jpg,ช้างใหญ่และช้างน้อยยืนอยู่บนสนามหญ้า,an adult elephant and a baby elephant standing in a grassy field ,,,0.0
000000500464.jpg,"ห้องน้ําที่มีถ้วยน้ํา, ห้องน้ํา, และถ้วยน้ํา","a bathroom with a sink, toilet, and bathtub ","ห้องน้ําที่มีถ้วยน้ํา, ห้องน้ํา, และถ้วยน้ํา",ห้องน้ำที่มีอ่างอาบน้ำ โถส้วม และอ่างอาบน้ำ,2.661048412322998
000000069213.jpg,ชายสองคนยืนอยู่ข้างๆกันบนเก้าอี้,two men standing next to each other on a bench ,,,0.0
000000332351.jpg,นักเล่นเซอร์เฟอร์กําลังอยู่ในน้ําบนแผ่นเซอร์เฟอร์ของพวกเขา,surfers are in the water on their surfboards ,นักเล่นเซอร์เฟอร์อยู่ในน้ำบนเซอร์เฟอร์ของพวกเขา,นักว่ายน้ำอยู่ในน้ำบนแผ่นว่ายน้ำ,2.865757703781128
000000481573.jpg,ผู้หญิงที่ยืนอยู่หน้ารถไฟโลหะถือกระดาน skateboard ,a woman standing in front of a metal rail holding a skateboard ,,,0.0
000000475223.jpg,นกที่ยืนอยู่ใต้น้ํา,a bird that is standing in some water ,นกที่ยืนอยู่ใต้น้ำ,นกที่ยืนอยู่ในน้ำ,1.2150733470916748
000000239347.jpg,ผู้หญิงที่นั่งบนเตียงที่หน้าหน้าต่าง,a woman sitting on top of a bed in front of a window ,,,0.0
000000279145.jpg,เก้าอี้ที่นั่งอยู่หน้าสวนที่มีพืช,a bench sitting in front of a garden with plants ,เก้าอี้ที่นั่งอยู่หน้าสวนที่มีพืช,เก้าอี้นั่งอยู่ก่อนหน้าสวนที่มีพืช,1.8390896320343015
000000512776.jpg,นักเตะเบสบอลเตรียมเตะบอล,a baseball player getting ready to hit a ball ,,,0.0
000000479030.jpg,รถไฟสีแดงและสีขาวบนเส้นทาง,a red and white train on a track ,รถไฟสีแดงและสีขาวอยู่บนเส้นทาง,รถไฟสีขาวและสีแดงวิ่งไปตามเส้นทาง,1.8966314792633057
000000522940.jpg,สัญลักษณ์จุดหยุดสีแดงที่นั่งข้างถนน,a red stop sign sitting on the side of a road ,,,0.0
000000047571.jpg,ชายขับม้าลากรถลากลงแม่น้ํา,a man riding a horse drawn carriage down a river ,ชายขับม้าลากรถลากลงแม่น้ำ,ชายคนหนึ่งกำลังขี่รถม้าลากผ่านแม่น้ำ,2.1307687759399414
000000239773.jpg,นักพนันเบสบอลที่โยนไม้เบสบอลที่ลูกบอล,a baseball player swinging a baseball bat at a ball ,,,0.0
000000137246.jpg,ผู้หญิงที่กินฮอตด๊อกในสวน,a woman eating a hot dog at a park ,,,0.0
000000035062.jpg,เตียงที่มีผ้าห่มและหมอน,a bed with a blanket and pillows ,,,0.0
000000089761.jpg,ห้องน้ําสีขาว ที่นั่งอยู่ข้างต้นไม้,a white toilet sitting next to a tree ,ห้องน้ำสีขาว ที่นั่งอยู่ข้างต้นไม้,โต๊ะห้องน้ำสีขาวอยู่ข้างๆ ต้นไม้,2.1191532611846924
000000534639.jpg,รถไฟจอดอยู่ที่สถานีรถไฟ,a train is parked at a train station ,,,0.0
000000267300.jpg,สุนัขกินเค้กบนจาน,a dog eating a piece of cake on a plate ,สุนัขกินเค้กบนจาน,สุนัขกินเค้กบนจาน,1.0753347873687744
000000181421.jpg,คนสองคนนั่งบนเรืออยู่ในน้ํา,two people sitting on a boat in the water ,,,0.0
000000191761.jpg,นกที่นั่งบนถ้วยที่เต็มไปด้วยผลไม้,a bird sitting on top of a bowl filled with fruit ,นกที่นั่งบนถ้วยที่เต็มไปด้วยผลไม้,นกที่นั่งอยู่บนถ้วยที่เต็มไปด้วยผลไม้,2.124168634414673
000000189226.jpg,น้ําไฟแดงที่นั่งอยู่ข้างถนน,a red fire hydrant sitting on the side of a street ,,,0.0
000000509824.jpg,ห้องนั่งเล่น พร้อมโซฟา โต๊ะกาแฟ และหมอน,"a living room with a couch, coffee table, and pillows ",ห้องนั่งเล่นมีโซฟา โต๊ะกาแฟ และหมอน,ห้องนั่งเล่นที่มีโซฟาโต๊ะกาแฟและหมอน,2.534827470779419
000000234807.jpg,ม้าที่ยืนอยู่บนสนามเขียวเขียว,horses standing on top of a lush green field ,,,0.0
000000292155.jpg,ผ้าร่มสีสัน ที่นั่งบนชายหาดทราย,a colorful umbrella sitting on top of a sandy beach ,ผ้าร่มสีสัน ที่นั่งบนชายหาดทราย,ร่มสีสันที่วางอยู่บนชายหาดทราย,1.7201294898986816
000000172396.jpg,พิซซ่าที่นั่งบนเตาเตา,a pizza sitting on top of an oven rack ,,,0.0
000000095707.jpg,ชิ้นเค้กบนโต๊ะตัด,a piece of cake on a cutting board ,ชิ้นเค้กบนโต๊ะตัด,เป็นเรื่องง่ายที่จะทำ,1.7723560333251953
000000155145.jpg,เรือเล็กๆ ที่มีคนอยู่บนมัน 2 คน ในน้ํา,a small boat with two people on it in a body of water ,,,0.0
000000438907.jpg,เด็กชายที่เล่นกระปุกบนกระดาน skateboard บนระเบียง,a boy doing a trick on a skateboard on a ramp ,เด็กชายที่เล่นกระปุกบนกระดานสเก็ตบอร์ดบนระเบียง,เด็กผู้ชายกำลังทำเทคนิคบนสเก็ตบอร์ดบนลิ่ม,2.5019328594207764
000000201418.jpg,กลุ่มกระเป๋าเดินทางใหญ่ที่สนามบิน,a large group of luggage at an airport ,,,0.0
000000473821.jpg,ห้องนั่งเล่น พร้อมโซฟา โต๊ะกาแฟ เก้าอี้ และกระจก,"a living room with a couch, coffee table, chair and a mirror ",ห้องนั่งเล่นมีโซฟา โต๊ะกาแฟ เก้าอี้ และกระจก,ห้องนั่งเล่นที่มีโซฟาโต๊ะกาแฟเก้าอี้และกระจก,2.9245855808258057
000000371472.jpg,เตียงกล้วยผสมผสมผสมผสมผสมผสมผสมผสมผสมผสมผสม,a pile of ripe bananas on top of each other ,,,0.0
000000023899.jpg,กลุ่มคนที่นั่งบนโซฟา เล่นเกมวีดีโอ,a group of people sitting on a couch playing a video game ,กลุ่มคนนั่งบนโซฟา เล่นเกมวีดีโอ,กลุ่มคนนั่งบนโซฟาเล่นวิดีโอเกม,2.055655241012573
000000192047.jpg,ห้องน้ําที่มีถ้วยน้ํา กระจก และถ้วยผ้าห่ม,"a bathroom with a sink, mirror, and towel rack ",,,0.0
000000020992.jpg,คนที่กินฮอตด็อก,a person eating a hot dog ,,,0.0
000000323151.jpg,พิซซ่าที่นั่งบนโต๊ะข้างเคียงแก้วเบียร์,a pizza sitting on top of a table next to a glass of beer ,,,0.0
000000013659.jpg,ชายที่นั่งทํางานที่โต๊ะทํางานบนคอมพิวเตอร์เล็ปท็อป,a man sitting at a desk working on a laptop computer ,ชายคนหนึ่งนั่งทำงานที่โต๊ะทำงานบนคอมพิวเตอร์เล็ปท็อป,ชายคนหนึ่งนั่งที่โต๊ะทำงานบนคอมพิวเตอร์,2.63321590423584
000000521405.jpg,เบอร์ชฟันที่นั่งบนเครื่องถือ เบอร์ชฟัน,a toothbrush sitting on top of a tooth brush holder ,,,0.0
000000080153.jpg,คนที่นั่งสกีในหิมะกับหมา,a person on skis in the snow with a dog ,คนที่นั่งสกีในหิมะกับหมา,คนที่เล่นสกีในหิมะพร้อมกับสุนัข,1.70932936668396
000000326627.jpg,สัญลักษณ์ทางถนนบนเสาหน้าอาคาร,a street sign on a pole in front of a building ,,,0.0
000000212226.jpg,ผู้หญิงที่ยืนอยู่หน้ารถบรรทุกสีเหลือง,a woman standing in front of a yellow truck ,ผู้หญิงที่ยืนอยู่หน้ารถบรรทุกสีเหลือง,ผู้หญิงคนหนึ่งยืนอยู่หน้ารถบรรทุกสีเหลือง,2.480318546295166
000000532575.jpg,สุนัขนั่งบนเรือ มองผ่านหน้าต่าง,a dog sitting on top of a boat looking out the window ,,,0.0
000000165500.jpg,ฝูงแกะที่บกบนเขาเขียวเข้มงวด,a herd of sheep grazing on a lush green hillside ,ฝูงแกะที่บกบนเขาเขียวเข้มนั้นงวด,กลุ่มแกะกระจายอยู่บนภูเขาสีเขียวชอุ่ม,2.0635170936584477
000000255917.jpg,รถขับรถลงถนน ใกล้หอนาฬิกาที่สูง,cars driving down a street next to a tall clock tower ,,,0.0
000000210915.jpg,ผู้ชายที่นั่งบอร์ดเซอร์ฟบนคลื่น,a man riding a surfboard on top of a wave ,ผู้ชายนั่งบอร์ดเซอร์ฟบนคลื่น,ชายคนหนึ่งกำลังขี่บอร์ดบนคลื่น,2.031022310256958
000000030213.jpg,"ห้องครัว พร้อมเตา, เครื่องล้างน้ํา และตู้เย็น ","a kitchen with a stove, a sink, and a refrigerator ",,,0.0
000000123480.jpg,ชายหนุ่มที่แปรงฟันตัวเองในกระจก,a young man brushing his teeth in a mirror ,ชายหนุ่มแปรงฟันตัวเองในกระจก,ชายหนุ่มแปรงฟันในกระจก,1.910451412200928
000000289741.jpg,หาดที่มีร่มและเรือท่องเที่ยวขนาดใหญ่,a beach with umbrellas and a large cruise ship ,,,0.0
000000168337.jpg,ผู้ชายที่ยืนอยู่ข้างหน้าช่องไฟหน้าอาคาร,a man standing next to a fire hydrant in front of a building ,ผู้ชายที่ยืนอยู่ข้างหน้าช่องไฟหน้าอาคาร,ชายคนหนึ่งยืนอยู่ใกล้กับไฟฟ้าดับเพลิงที่อยู่ตรงหน้าตึก,2.8345160484313965
000000085665.jpg,สายบินที่บินอยู่ในอากาศ,a kite that is flying in the air ,,,0.0
000000458755.jpg,ผู้หญิงที่รักแกะที่ไร่,a woman petting a sheep on a farm ,,,0.0
000000072852.jpg,คนเดินตามถนนข้างเคียงกับจักรยาน,a person walking down a sidewalk next to a bike ,,,0.0
000000269942.jpg,โคมไฟที่มุมถนน,a traffic light on the corner of a street ,โคมไฟที่มุมถนน,ไฟจราจรที่มุมถนน,1.5178370475769043
000000131556.jpg,ผู้ชายที่นั่งสโนว์บอร์ดบนเก้าอี้ไม้,a man riding a snowboard on top of a wooden bench ,,,0.0
000000484415.jpg,คนหนึ่งยืนอยู่ในห้องน้ําที่มีห้องน้ํา,a person is standing in a bathroom with a toilet ,มีคนยืนอยู่ในห้องน้ำ,คนคนหนึ่งกำลังยืนอยู่ในห้องน้ำอาบน้ำ,2.176482677459717
000000175443.jpg,หมีเต๊ดี้บนต้นคริสต์มาส,a teddy bear in a christmas tree ,,,0.0
000000008629.jpg,รูปภาพที่แสดงชนิดของปิซซ่าต่าง ๆ,a collage of photos showing different types of pizza ,รูปภาพที่แสดงชนิดของพิซซ่าต่าง ๆ,ภาพถ่ายรวมที่แสดงพิซซ่าหลายประเภท,2.313854217529297
000000129812.jpg,นักเล่นสกีที่เล่นเทคนิคในอากาศ,a skier doing a trick in the air ,,,0.0
000000255401.jpg,ห้องน้ํา พร้อมห้องน้ํา สระน้ําและตู้น้ํา,"a bathroom with a toilet, sink and tub ",ห้องน้ํามีสระน้ําและตู้น้ํา,"ห้องน้ำที่มีห้องน้ำ, อ่างล้างมือและอ่างอาบน้ำ",2.319833517074585
000000366225.jpg,มอนิเตอร์คอมพิวเตอร์ ที่นั่งบนโต๊ะข้างเคียงกับคีย์บอร์ดและหนู ,a computer monitor sitting on top of a desk next to a keyboard and mouse ,,,0.0
000000043314.jpg,คนที่นั่งสกีกระโดดข้ามคลองที่ครอบคลุมไปด้วยหิมะ,a person on skis jumping over a snow covered slope ,คนที่นั่งสกีกระโดดข้ามคลองที่ครอบคลุมไปด้วยหิมะ,คนที่เล่นสกีกระโดดข้ามทางลาดหิมะ,2.1782543659210205
000000579893.jpg,ป้ายหยุดและป้ายถนน,a stop sign and a street sign ,,,0.0
000000073153.jpg,ชายหนุ่มที่พูดคุยผ่านมือถือ ในพื้นที่ป่าไม้,a young man talking on a cell phone in a wooded area ,ชายหนุ่มที่พูดคุยผ่านมือถือในพื้นที่ป่าไม้,ชายหนุ่มคนหนึ่งกำลังพูดคุยกับโทรศัพท์ในพื้นที่ป่า,2.5834805965423584
000000064499.jpg,จีบราสองตัวยืนอยู่ข้างๆกันหน้าอาคาร,two zebras standing next to each other in front of a building ,,,0.0
000000451155.jpg,คอมพิวเตอร์เล็ปท็อปที่นั่งบนเตียงในห้องที่มืด,a laptop computer sitting on top of a bed in a dark room ,คอมพิวเตอร์เล็ปท็อปที่นั่งบนเตียงในห้องที่มืด,คอมพิวเตอร์แล็ปท็อปนั่งอยู่บนเตียงในห้องมืด,2.3436219692230225
000000370711.jpg,หน้าต่างร้านค้าที่มีสินค้าต่าง ๆ ที่แสดง,a shop window with a variety of items displayed ,,,0.0
000000157928.jpg,คนสองคนยืนอยู่ในหิมะพร้อมกับกระดานสโนว์บอร์ดของพวกเขา,two people standing in the snow with their snowboards ,คนสองคนยืนอยู่ในหิมะพร้อมกับกระดานสโนว์บอร์ดของพวกเขา,สองคนยืนอยู่ในหิมะด้วยสโนว์บอร์ดของพวกเขา,2.795841693878174
000000085576.jpg,ห้องน้ําที่มีห้องน้ํา สระน้ํา และกระดาษห้องน้ําบนผนัง,"a bathroom with a toilet, sink, and a roll of toilet paper on the wall ",,,0.0
000000015746.jpg,น้ําประปาไฟในหญ้าที่อยู่ใกล้บ้าน,a fire hydrant in the grass near a house ,น้ำประปาไหลผ่านหญ้าที่อยู่ใกล้บ้าน,ก๊อกน้ำในหญ้าใกล้บ้าน,1.9370110034942627
000000426203.jpg,นักกีฬาสเกตบอร์ดที่เล่นเทคนิคบนรถไฟ,a skateboarder doing a trick on a rail ,,,0.0
000000036660.jpg,คนที่ถือโทรศัพท์มือถืออยู่ข้างๆรองเท้า,a person holding a cell phone next to a pair of shoes ,,,0.0
000000006771.jpg,ผู้หญิงในผ้าพันคอพูดคุยผ่านมือถือ,a woman in a bandanna talking on a cell phone ,,,0.0
000000369081.jpg,ม้ากําลังยืนอยู่บนสนาม,horses are standing in a field ,ม้ากำลังยืนอยู่บนสนาม,ม้ากำลังยืนอยู่ในฟาร์ม,1.3789169788360596
000000369757.jpg,กระเป๋าสตางค์ที่เต็มไปด้วยพายประเภทที่แตกต่างกัน,a display case filled with different types of pies ,,,0.0
000000019924.jpg,ผู้หญิงที่ใส่หมวกและถือมือถือ,a woman wearing a hat and holding a cell phone ,ผู้หญิงคนนั้นใส่หมวกและถือมือถือ,ผู้หญิงคนหนึ่งสวมหมวกและถือโทรศัพท์มือถือ,2.3134515285491943
000000177935.jpg,เตาเตาขาวบนเตาเตาที่นั่งในห้องครัว ,a white stove top oven sitting in a kitchen ,,,0.0
000000352584.jpg,ห้องน้ําที่นั่งอยู่บนพื้น,a toilet that is sitting on the floor ,ห้องน้ำที่นั่งอยู่บนพื้น,โถสุขภัณฑ์ที่วางอยู่บนพื้น,1.4746346473693848
000000015660.jpg,ชายบนกระดานเซอร์ฟ์ในมหาสมุทร พร้อมกับสายพาน,a man on a surfboard in the ocean with a kite ,,,0.0
000000574823.jpg,ชายในชุดเบสบอลกับไม้เบสบอล,a man in a baseball uniform with a baseball bat ,ชายในชุดเบสบอลกับไม้เบสบอล,ชายคนหนึ่งสวมชุดเบสบอลพร้อมกับไม้เบสบอล,2.275615930557251
000000235778.jpg,ชายที่จับกองบินอยู่ข้างหน้ากลุ่มคน,a man holding up a kite in front of a crowd ,,,0.0
000000221291.jpg,สาวน้อยที่บินสายพายในวันที่มีแดด,a young girl flying a kite on a sunny day ,สาวน้อยที่บินสายพายในวันที่มีแดด,หญิงสาวบินกระรอกบนวันที่แดดจ้า,2.075237274169922
000000386277.jpg,ส้มที่นั่งบนต้นไม้,an orange sitting on top of a tree branch ,,,0.0
000000036844.jpg,ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์ และหน้าต่างขนาดใหญ่,a living room filled with furniture and a large window ,ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และหน้าต่างขนาดใหญ่,ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และหน้าต่างใหญ่,3.0917277336120605
000000398810.jpg,แมวที่นั่งบนระเบียงหน้าต่าง มองออกไป,a cat sitting on a window sill looking out ,,,0.0
000000293794.jpg,ผู้ชายที่ยืนในตลาดที่เต็มไปด้วยกล้วย,a man standing in a market filled with lots of bananas ,ผู้ชายที่ยืนอยู่ในตลาดที่เต็มไปด้วยกล้วย,ชายคนหนึ่งยืนอยู่ในตลาดที่เต็มไปด้วยกล้วยมากมาย,2.672107696533203
000000333069.jpg,สองจิราฟ่ายืนอยู่ข้างๆกัน บนสนามเขียวเขียว,two giraffes standing next to each other on a lush green field ,,,0.0
000000473406.jpg,เด็กผู้หญิงที่นั่งอยู่บนโต๊ะพร้อมกับจานปังเค้ก,a little girl sitting at a table with a plate of pancakes ,เด็กผู้หญิงนั่งอยู่บนโต๊ะพร้อมกับจานเค้ก,เด็กหญิงนั่งอยู่ที่โต๊ะกับแพนเค้ก,2.3188610076904297
000000399296.jpg,แกริล ที่มีฮอตด็อกหลายชนิด ที่ทําอาหารอยู่บนมัน,a grill that has a bunch of hot dogs cooking on it ,,,0.0
000000128112.jpg,ชายขับรถสกีลงทางคลองที่มีหิมะปกคลุม,a man riding skis down a snow covered slope ,ชายคนนั้นขับรถสกีลงทางคลองที่มีหิมะปกคลุม,ชายคนหนึ่งกำลังขี่สกีลงเขาที่ปกคลุมด้วยหิมะ,2.3849241733551025
000000093437.jpg,ชายที่นั่งในครัวกับหมวกบนหัว,a man sitting in a kitchen with a hat on his head ,,,0.0
000000405279.jpg,ปาร์คที่เต็มไปด้วยคนที่บินไก่บนทะเลสาบ,a park filled with people flying kites on top of a lake ,,,0.0
000000565391.jpg,แมวสีดําและสีขาวนั่งอยู่ด้านหลังของรถบรรทุก,a black and white cat sitting in the back of a truck ,,,0.0
000000328683.jpg,เครื่องจอดรถหน้าร้าน,a parking meter in front of a store ,เครื่องจอดรถหน้าร้าน,ที่จอดรถหน้าร้านค้า,1.6840105056762695
000000354753.jpg,รถสีแดงถูกหยุดที่ไฟแดงในเวลากลางคืน,a red car is stopped at a red light at night ,,,0.0
000000328238.jpg,ชายที่โยนฟริสบี บนสนามกีฬา,a man throwing a frisbee on a field ,ชายคนหนึ่งโยนลูกบอลใส่สนามกีฬา,ชายคนหนึ่งโยนลูกบอลฟรีสไตล์บนสนาม,2.229562997817993
000000241297.jpg,รถไฟสีเหลืองและสีดํา เดินทางตามเส้นทางรถไฟ,a yellow and black train traveling down train tracks ,,,0.0
000000247917.jpg,ทีมนักพนันเบสบอล โพสเพื่อถ่ายรูป,a team of baseball players posing for a photo ,ทีมนักพนันเบสบอลโพสต์เพื่อถ่ายรูป,ทีมฟุตบอลพวกเขากำลังถ่ายภาพ,1.933114051818848
000000414510.jpg,ชายขับจักรยานลงถนนข้างถนนที่จอดรถ,a man riding a bike down a street next to a parking lot ,,,0.0
000000292456.jpg,ผู้ชายและผู้หญิงยืนอยู่ข้างๆกันบนรถบรรทุก,a man and a woman standing next to each other on a luggage cart ,ผู้ชายและผู้หญิงยืนอยู่ข้างๆกันบนรถบรรทุก,ผู้ชายและผู้หญิงยืนอยู่ข้างกันบนรถเข็นสัมภาระ,2.657203435897827
000000187745.jpg,เครื่องบินเล็ก ๆ น้อย ๆ ที่บินผ่านท้องฟ้าสีฟ้า,a small plane flying through a blue sky ,,,0.0
000000369370.jpg,จานสีขาว พร้อมกับแซนวิชและซัลลาต,a white plate topped with a sandwich and salad ,จานสีขาว พร้อมกับแซนวิชและซัลลาต,จานขาวที่มีแซนด์วิชและสลัด,1.841254472732544
000000350002.jpg,ผู้หญิงคนหนึ่งนั่งบนโต๊ะ,a woman sitting on top of a table ,,,0.0
000000127987.jpg,ตัวละครการ์ตูนบนโต๊ะคอมพิวเตอร์กับคอมพิวเตอร์,a cartoon character on a computer desk with a computer ,ตัวละครการ์ตูนบนโต๊ะคอมพิวเตอร์กับคอมพิวเตอร์,ตัวละครการ์ตูนบนโต๊ะคอมพิวเตอร์พร้อมคอมพิวเตอร์,2.628376007080078
000000486046.jpg,จิราฟ่าที่ยืนอยู่ข้างๆ จีเบร่าในห้องพัก,a giraffe standing next to a zebra in an enclosure ,,,0.0
000000168458.jpg,กระเช้าที่มีดอกไม้อยู่บนโต๊ะ,a vase with flowers on a table ,กระเช้าที่มีดอกไม้อยู่บนโต๊ะ,กระถางดอกไม้บนโต๊ะ,1.5230956077575684
000000312586.jpg,หมีดําตัวใหญ่เดินผ่านสนามหญ้า,a large black bear walking through a grassy field ,,,0.0
000000022969.jpg,สองจิราฟ่ายืนอยู่ในพื้นที่ที่กําแพงในพื้นที่,two giraffes are standing in a fenced in area ,สองจิราฟ่ายืนอยู่ในพื้นที่ที่กำแพงล้อมรอบ,มีช้างสองตัวยืนอยู่ในพื้นที่ปิดสนิท,2.2780232429504395
000000229553.jpg,ชายขับรถสเกตบอร์ดอยู่ข้างถนน,a man riding a skateboard down the side of a road ,,,0.0
